DATA_BASE;DIST;ITEM;Próprio_Distribuidor;Diferente_Próprio_Distribuidor;Total
31/12/2022;404;POTENCIA MVA TOTAL                ;2685.5;374.0;3059.5
31/12/2023;404;POTENCIA MVA TOTAL                ;2806.0;;2806.0
31/12/2024;404;POTENCIA MVA TOTAL                ;2861.0;;2861.0
31/12/2020;405;POTENCIA MVA TOTAL                ;3880.025;177.5;4057.525
31/12/2021;405;POTENCIA MVA TOTAL                ;4.036;0.203;4.239
31/12/2022;405;POTENCIA MVA TOTAL                ;4019.6;388.75;4408.35
31/12/2023;405;POTENCIA MVA TOTAL                ;4096.55;;4096.55
31/12/2024;405;POTENCIA MVA TOTAL                ;4314.05;;4314.05
31/12/2020;5216;POTENCIA MVA TOTAL                ;2048.6;;2048.6
31/12/2021;5216;POTENCIA MVA TOTAL                ;2111.85;;2111.85
31/12/2022;5216;POTENCIA MVA TOTAL                ;2311.6;25.0;2336.6
31/12/2023;5216;POTENCIA MVA TOTAL                ;2366.6;;2366.6
31/12/2024;5216;POTENCIA MVA TOTAL                ;2313.2;;2313.2
31/12/2020;6585;POTENCIA MVA TOTAL                ;1078.513;351.896;1430.409
31/12/2021;6585;POTENCIA MVA TOTAL                ;1165.383;351.896;1517.279
31/12/2022;6585;POTENCIA MVA TOTAL                ;1375.12;361.896;1737.016
31/12/2023;6585;POTENCIA MVA TOTAL                ;1385.12;;1385.12
31/12/2024;6585;POTENCIA MVA TOTAL                ;1445.12;;1445.12
31/12/2020;6587;POTENCIA MVA TOTAL                ;772.5;;772.5
31/12/2021;6587;POTENCIA MVA TOTAL                ;1035.65;25.0;1060.65
31/12/2022;6587;POTENCIA MVA TOTAL                ;940.025;;940.025
31/12/2023;6587;POTENCIA MVA TOTAL                ;972.525;;972.525
31/12/2024;6587;POTENCIA MVA TOTAL                ;967.525;;967.525
31/12/2020;6600;POTENCIA MVA TOTAL                ;1431.5;;1431.5
31/12/2021;6600;POTENCIA MVA TOTAL                ;1756.75;;1756.75
31/12/2022;6600;POTENCIA MVA TOTAL                ;1737.025;10.0;1747.025
31/12/2023;6600;POTENCIA MVA TOTAL                ;1957.5;;1957.5
31/12/2024;6600;POTENCIA MVA TOTAL                ;2040.2;;2040.2
31/12/2020;6611;POTENCIA MVA TOTAL                ;205.0;;205.0
31/12/2021;6611;POTENCIA MVA TOTAL                ;195.0;;195.0
31/12/2022;6611;POTENCIA MVA TOTAL                ;195.0;;195.0
31/12/2020;6612;POTENCIA MVA TOTAL                ;118.75;;118.75
31/12/2021;6612;POTENCIA MVA TOTAL                ;118.75;;118.75
31/12/2020;26;POTENCIA MVA MT                   ;724.5845;70.987;795.5715
31/12/2021;26;POTENCIA MVA MT                   ;;;
31/12/2022;26;POTENCIA MVA MT                   ;;;
31/12/2023;26;POTENCIA MVA MT                   ;;;
31/12/2024;26;POTENCIA MVA MT                   ;;;
31/12/2020;32;POTENCIA MVA MT                   ;1886.522;725.7685;2612.2905
31/12/2021;32;POTENCIA MVA MT                   ;;;
31/12/2022;32;POTENCIA MVA MT                   ;;;
31/12/2023;32;POTENCIA MVA MT                   ;;;
31/12/2024;32;POTENCIA MVA MT                   ;;;
31/12/2020;369;POTENCIA MVA MT                   ;2679.094;15.903;2694.997
31/12/2021;369;POTENCIA MVA MT                   ;;;
31/12/2022;369;POTENCIA MVA MT                   ;;;
31/12/2023;369;POTENCIA MVA MT                   ;;;
31/12/2024;369;POTENCIA MVA MT                   ;;;
31/12/2020;404;POTENCIA MVA MT                   ;3363.924;2808.782;6172.706
31/12/2021;404;POTENCIA MVA MT                   ;;;
31/12/2022;404;POTENCIA MVA MT                   ;;;
31/12/2023;404;POTENCIA MVA MT                   ;;;
31/12/2024;404;POTENCIA MVA MT                   ;;;
31/12/2020;405;POTENCIA MVA MT                   ;4210.0495;4428.6915;8638.741
31/12/2021;405;POTENCIA MVA MT                   ;;;
31/12/2022;405;POTENCIA MVA MT                   ;;;
31/12/2023;405;POTENCIA MVA MT                   ;;;
31/12/2024;405;POTENCIA MVA MT                   ;;;
31/12/2020;5216;POTENCIA MVA MT                   ;2128.619;1264.8261;3393.4451
31/12/2021;5216;POTENCIA MVA MT                   ;;;
31/12/2022;5216;POTENCIA MVA MT                   ;;;
31/12/2023;5216;POTENCIA MVA MT                   ;;;
31/12/2024;5216;POTENCIA MVA MT                   ;;;
31/12/2020;6585;POTENCIA MVA MT                   ;1832.1175;606.531;2438.6485
31/12/2021;6585;POTENCIA MVA MT                   ;;;
31/12/2022;6585;POTENCIA MVA MT                   ;;;
31/12/2023;6585;POTENCIA MVA MT                   ;;;
31/12/2024;6585;POTENCIA MVA MT                   ;;;
31/12/2020;6587;POTENCIA MVA MT                   ;1028.7345;594.642;1623.3765
31/12/2021;6587;POTENCIA MVA MT                   ;;;
31/12/2022;6587;POTENCIA MVA MT                   ;;;
31/12/2023;6587;POTENCIA MVA MT                   ;;;
31/12/2024;6587;POTENCIA MVA MT                   ;;;
31/12/2020;6600;POTENCIA MVA MT                   ;1733.8425;1125.6635;2859.506
31/12/2021;6600;POTENCIA MVA MT                   ;;;
31/12/2022;6600;POTENCIA MVA MT                   ;;;
31/12/2023;6600;POTENCIA MVA MT                   ;;;
31/12/2024;6600;POTENCIA MVA MT                   ;;;
31/12/2020;6611;POTENCIA MVA MT                   ;213.34;183.689;397.029
31/12/2021;6611;POTENCIA MVA MT                   ;;;
31/12/2022;6611;POTENCIA MVA MT                   ;;;
31/12/2020;6612;POTENCIA MVA MT                   ;192.195;66.906;259.101
31/12/2021;6612;POTENCIA MVA MT                   ;;;
31/12/2020;26;POTENCIA MVA AT                   ;309.6;;309.6
31/12/2020;32;POTENCIA MVA AT                   ;1355.6;15.0;1370.6
31/12/2021;32;POTENCIA MVA AT                   ;;;
31/12/2022;32;POTENCIA MVA AT                   ;;;
31/12/2020;369;POTENCIA MVA AT                   ;973.9;;973.9
31/12/2020;404;POTENCIA MVA AT                   ;2830.5;194.2;3024.7
31/12/2021;404;POTENCIA MVA AT                   ;;;
31/12/2024;404;POTENCIA MVA AT                   ;;;
31/12/2020;405;POTENCIA MVA AT                   ;3323.75;172.5;3496.25
31/12/2020;5216;POTENCIA MVA AT                   ;1756.0;;1756.0
31/12/2020;6585;POTENCIA MVA AT                   ;462.263;106.273;568.536
31/12/2021;6585;POTENCIA MVA AT                   ;;;
31/12/2022;6585;POTENCIA MVA AT                   ;;;
31/12/2023;6585;POTENCIA MVA AT                   ;;;
31/12/2024;6585;POTENCIA MVA AT                   ;;;
31/12/2020;6587;POTENCIA MVA AT                   ;772.5;100.675;873.175
31/12/2021;6587;POTENCIA MVA AT                   ;;;
31/12/2022;6587;POTENCIA MVA AT                   ;;;
31/12/2020;6600;POTENCIA MVA AT                   ;1356.5;229.14;1585.64
31/12/2021;6600;POTENCIA MVA AT                   ;;;
31/12/2022;6600;POTENCIA MVA AT                   ;;;
31/12/2023;6600;POTENCIA MVA AT                   ;;;
31/12/2020;6611;POTENCIA MVA AT                   ;205.0;1.0;206.0
31/12/2021;6611;POTENCIA MVA AT                   ;;;
31/12/2020;6612;POTENCIA MVA AT                   ;100.0;;100.0
31/12/2021;6612;POTENCIA MVA AT                   ;;;
31/12/2020;26;POTENCIA MVA ENTRE 2,3kV E 25kV   ;648.8695;70.2295;719.099
31/12/2021;26;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;26;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;26;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;26;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;32;POTENCIA MVA ENTRE 2,3kV E 25kV   ;896.1875;394.466;1290.6535
31/12/2021;32;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;32;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;32;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;32;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;369;POTENCIA MVA ENTRE 2,3kV E 25kV   ;2441.861;15.903;2457.764
31/12/2021;369;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;369;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;369;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;369;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;404;POTENCIA MVA ENTRE 2,3kV E 25kV   ;2532.2355;1874.893;4407.1285
31/12/2021;404;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;404;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;404;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;404;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;405;POTENCIA MVA ENTRE 2,3kV E 25kV   ;3552.7945;2623.651;6176.4455
31/12/2021;405;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;405;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;405;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;405;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;5216;POTENCIA MVA ENTRE 2,3kV E 25kV   ;1844.044;1186.2091;3030.2531
31/12/2021;5216;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;5216;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;5216;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;5216;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;6585;POTENCIA MVA ENTRE 2,3kV E 25kV   ;1832.1175;606.501;2438.6185
31/12/2021;6585;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;6585;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;6585;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;6585;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;6587;POTENCIA MVA ENTRE 2,3kV E 25kV   ;1028.7345;594.642;1623.3765
31/12/2021;6587;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;6587;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;6587;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;6587;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;6600;POTENCIA MVA ENTRE 2,3kV E 25kV   ;1733.8425;1125.6635;2859.506
31/12/2021;6600;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;6600;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2023;6600;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2024;6600;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;6611;POTENCIA MVA ENTRE 2,3kV E 25kV   ;213.34;183.689;397.029
31/12/2021;6611;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2022;6611;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;6612;POTENCIA MVA ENTRE 2,3kV E 25kV   ;192.195;66.906;259.101
31/12/2021;6612;POTENCIA MVA ENTRE 2,3kV E 25kV   ;;;
31/12/2020;26;POTENCIA MVA ENTRE 25kV E 44kV    ;75715.0;757.5;76472.5
31/12/2021;26;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;26;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2023;26;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2024;26;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2020;32;POTENCIA MVA ENTRE 25kV E 44kV    ;990334.5;331302.5;1321637.0
31/12/2021;32;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;32;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2023;32;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2024;32;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2020;369;POTENCIA MVA ENTRE 25kV E 44kV    ;237233.0;;237233.0
31/12/2021;369;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;369;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2023;369;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2024;369;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2020;404;POTENCIA MVA ENTRE 25kV E 44kV    ;831688.5;933889.0;1765577.5
31/12/2021;404;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;404;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2023;404;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2024;404;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2020;405;POTENCIA MVA ENTRE 25kV E 44kV    ;657255.0;1805040.5;2462295.5
31/12/2021;405;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;405;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2023;405;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2024;405;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2020;5216;POTENCIA MVA ENTRE 25kV E 44kV    ;284575.0;78617.0;363192.0
31/12/2021;5216;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;5216;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2023;5216;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2024;5216;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2020;6585;POTENCIA MVA ENTRE 25kV E 44kV    ;;30.0;30.0
31/12/2021;6585;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;6585;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2023;6585;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2024;6585;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;6600;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2022;6611;POTENCIA MVA ENTRE 25kV E 44kV    ;;;
31/12/2020;26;POTENCIA MVA ENTRE 44kV A 69kV    ;309.6;;309.6
31/12/2020;32;POTENCIA MVA ENTRE 44kV A 69kV    ;170.25;;170.25
31/12/2020;369;POTENCIA MVA ENTRE 44kV A 69kV    ;973.9;;973.9
31/12/2020;404;POTENCIA MVA ENTRE 44kV A 69kV    ;756.5;0.135;756.635
31/12/2024;404;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2020;405;POTENCIA MVA ENTRE 44kV A 69kV    ;265.0;45.0;310.0
31/12/2020;5216;POTENCIA MVA ENTRE 44kV A 69kV    ;446.0;;446.0
31/12/2020;6585;POTENCIA MVA ENTRE 44kV A 69kV    ;462.263;106.273;568.536
31/12/2021;6585;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2022;6585;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2023;6585;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2024;6585;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2020;6587;POTENCIA MVA ENTRE 44kV A 69kV    ;772.5;100.675;873.175
31/12/2021;6587;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2022;6587;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2020;6600;POTENCIA MVA ENTRE 44kV A 69kV    ;1356.5;229.14;1585.64
31/12/2021;6600;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2022;6600;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2023;6600;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2020;6611;POTENCIA MVA ENTRE 44kV A 69kV    ;205.0;1.0;206.0
31/12/2021;6611;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2020;6612;POTENCIA MVA ENTRE 44kV A 69kV    ;100.0;;100.0
31/12/2021;6612;POTENCIA MVA ENTRE 44kV A 69kV    ;;;
31/12/2020;32;POTENCIA MVA ENTRE 69kV A 138kV   ;1155.35;15.0;1170.35
31/12/2021;32;POTENCIA MVA ENTRE 69kV A 138kV   ;;;
31/12/2022;32;POTENCIA MVA ENTRE 69kV A 138kV   ;;;
31/12/2020;404;POTENCIA MVA ENTRE 69kV A 138kV   ;2074.0;194.065;2268.065
31/12/2021;404;POTENCIA MVA ENTRE 69kV A 138kV   ;;;
31/12/2024;404;POTENCIA MVA ENTRE 69kV A 138kV   ;;;
31/12/2020;405;POTENCIA MVA ENTRE 69kV A 138kV   ;3058.75;127.5;3186.25
31/12/2020;5216;POTENCIA MVA ENTRE 69kV A 138kV   ;1310.0;;1310.0
31/12/2024;6585;POTENCIA MVA ENTRE 69kV A 138kV   ;;;
31/12/2022;6600;POTENCIA MVA ENTRE 69kV A 138kV   ;;;
31/12/2020;32;POTENCIA MVA MAIOR QUE 138kV      ;30.0;;30.0
31/12/2020;26;CONSUMIDORES TOTAL ATIVOS         ;281668.0;;281668.0
31/12/2021;26;CONSUMIDORES TOTAL ATIVOS         ;262576.0;;262576.0
31/12/2022;26;CONSUMIDORES TOTAL ATIVOS         ;283834.0;;283834.0
31/12/2023;26;CONSUMIDORES TOTAL ATIVOS         ;265592.0;;265592.0
31/12/2024;26;CONSUMIDORES TOTAL ATIVOS         ;275608.0;;275608.0
31/12/2020;32;CONSUMIDORES TOTAL ATIVOS         ;595590.0;;595590.0
31/12/2021;32;CONSUMIDORES TOTAL ATIVOS         ;609731.0;;609731.0
31/12/2022;32;CONSUMIDORES TOTAL ATIVOS         ;641732.0;;641732.0
31/12/2023;32;CONSUMIDORES TOTAL ATIVOS         ;627125.0;;627125.0
31/12/2024;32;CONSUMIDORES TOTAL ATIVOS         ;635034.0;;635034.0
31/12/2020;369;CONSUMIDORES TOTAL ATIVOS         ;666310.0;;666310.0
31/12/2021;369;CONSUMIDORES TOTAL ATIVOS         ;651920.0;;651920.0
31/12/2022;369;CONSUMIDORES TOTAL ATIVOS         ;699390.0;;699390.0
31/12/2023;369;CONSUMIDORES TOTAL ATIVOS         ;654202.0;;654202.0
31/12/2024;369;CONSUMIDORES TOTAL ATIVOS         ;647687.0;;647687.0
31/12/2020;404;CONSUMIDORES TOTAL ATIVOS         ;1034084.0;;1034084.0
31/12/2021;404;CONSUMIDORES TOTAL ATIVOS         ;1050819.0;;1050819.0
31/12/2022;404;CONSUMIDORES TOTAL ATIVOS         ;1084764.0;;1084764.0
31/12/2023;404;CONSUMIDORES TOTAL ATIVOS         ;1105670.0;;1105670.0
31/12/2024;404;CONSUMIDORES TOTAL ATIVOS         ;1088210.0;;1088210.0
31/12/2020;405;CONSUMIDORES TOTAL ATIVOS         ;1646301.0;;1646301.0
31/12/2021;405;CONSUMIDORES TOTAL ATIVOS         ;1482858.0;;1482858.0
31/12/2022;405;CONSUMIDORES TOTAL ATIVOS         ;1519299.0;;1519299.0
31/12/2023;405;CONSUMIDORES TOTAL ATIVOS         ;1516495.0;;1516495.0
31/12/2024;405;CONSUMIDORES TOTAL ATIVOS         ;1533172.0;;1533172.0
31/12/2020;5216;CONSUMIDORES TOTAL ATIVOS         ;799841.0;;799841.0
31/12/2021;5216;CONSUMIDORES TOTAL ATIVOS         ;812220.0;;812220.0
31/12/2022;5216;CONSUMIDORES TOTAL ATIVOS         ;835429.0;;835429.0
31/12/2023;5216;CONSUMIDORES TOTAL ATIVOS         ;830645.0;;830645.0
31/12/2024;5216;CONSUMIDORES TOTAL ATIVOS         ;855218.0;;855218.0
31/12/2020;6585;CONSUMIDORES TOTAL ATIVOS         ;464053.0;;464053.0
31/12/2021;6585;CONSUMIDORES TOTAL ATIVOS         ;464528.0;;464528.0
31/12/2022;6585;CONSUMIDORES TOTAL ATIVOS         ;587825.0;;587825.0
31/12/2023;6585;CONSUMIDORES TOTAL ATIVOS         ;572851.0;;572851.0
31/12/2024;6585;CONSUMIDORES TOTAL ATIVOS         ;578755.0;;578755.0
31/12/2020;6587;CONSUMIDORES TOTAL ATIVOS         ;783948.0;;783948.0
31/12/2021;6587;CONSUMIDORES TOTAL ATIVOS         ;797658.0;;797658.0
31/12/2022;6587;CONSUMIDORES TOTAL ATIVOS         ;824490.0;;824490.0
31/12/2023;6587;CONSUMIDORES TOTAL ATIVOS         ;810237.0;;810237.0
31/12/2024;6587;CONSUMIDORES TOTAL ATIVOS         ;831503.0;;831503.0
31/12/2020;6600;CONSUMIDORES TOTAL ATIVOS         ;1445625.0;;1445625.0
31/12/2021;6600;CONSUMIDORES TOTAL ATIVOS         ;1477842.0;;1477842.0
31/12/2022;6600;CONSUMIDORES TOTAL ATIVOS         ;1496760.0;;1496760.0
31/12/2023;6600;CONSUMIDORES TOTAL ATIVOS         ;1709691.0;;1709691.0
31/12/2024;6600;CONSUMIDORES TOTAL ATIVOS         ;1720479.0;;1720479.0
31/12/2020;6611;CONSUMIDORES TOTAL ATIVOS         ;218391.0;;218391.0
31/12/2021;6611;CONSUMIDORES TOTAL ATIVOS         ;220835.0;;220835.0
31/12/2022;6611;CONSUMIDORES TOTAL ATIVOS         ;222824.0;;222824.0
31/12/2020;6612;CONSUMIDORES TOTAL ATIVOS         ;110712.0;;110712.0
31/12/2021;6612;CONSUMIDORES TOTAL ATIVOS         ;109869.0;;109869.0
31/12/2020;32;CONSUMIDORES BT ATIVOS            ;594305.0;;594305.0
31/12/2022;405;CONSUMIDORES BT ATIVOS            ;1509926.0;;1509926.0
31/12/2024;369;CONSUMIDORES BT ATIVOS            ;642836.0;;642836.0
31/12/2020;6611;CONSUMIDORES BT ATIVOS            ;217991.0;;217991.0
31/12/2021;6611;CONSUMIDORES BT ATIVOS            ;220426.0;;220426.0
31/12/2022;26;CONSUMIDORES BT ATIVOS            ;283034.0;;283034.0
31/12/2023;32;CONSUMIDORES BT ATIVOS            ;625217.0;;625217.0
31/12/2022;6585;CONSUMIDORES BT ATIVOS            ;586981.0;;586981.0
31/12/2021;6587;CONSUMIDORES BT ATIVOS            ;796297.0;;796297.0
31/12/2023;404;CONSUMIDORES BT ATIVOS            ;1100667.0;;1100667.0
31/12/2023;5216;CONSUMIDORES BT ATIVOS            ;827747.0;;827747.0
31/12/2021;32;CONSUMIDORES BT ATIVOS            ;608351.0;;608351.0
31/12/2023;369;CONSUMIDORES BT ATIVOS            ;649451.0;;649451.0
31/12/2020;6600;CONSUMIDORES BT ATIVOS            ;1443704.0;;1443704.0
31/12/2020;369;CONSUMIDORES BT ATIVOS            ;664042.0;;664042.0
31/12/2021;369;CONSUMIDORES BT ATIVOS            ;649678.0;;649678.0
31/12/2021;6585;CONSUMIDORES BT ATIVOS            ;463945.0;;463945.0
31/12/2020;6587;CONSUMIDORES BT ATIVOS            ;782606.0;;782606.0
31/12/2021;6612;CONSUMIDORES BT ATIVOS            ;109702.0;;109702.0
31/12/2022;404;CONSUMIDORES BT ATIVOS            ;1080345.0;;1080345.0
31/12/2024;404;CONSUMIDORES BT ATIVOS            ;1083091.0;;1083091.0
31/12/2021;405;CONSUMIDORES BT ATIVOS            ;1477194.0;;1477194.0
31/12/2022;5216;CONSUMIDORES BT ATIVOS            ;833101.0;;833101.0
31/12/2024;6587;CONSUMIDORES BT ATIVOS            ;829473.0;;829473.0
31/12/2021;26;CONSUMIDORES BT ATIVOS            ;261808.0;;261808.0
31/12/2022;32;CONSUMIDORES BT ATIVOS            ;639616.0;;639616.0
31/12/2024;6600;CONSUMIDORES BT ATIVOS            ;1716119.0;;1716119.0
31/12/2024;32;CONSUMIDORES BT ATIVOS            ;632894.0;;632894.0
31/12/2024;6585;CONSUMIDORES BT ATIVOS            ;577503.0;;577503.0
31/12/2022;6600;CONSUMIDORES BT ATIVOS            ;1494734.0;;1494734.0
31/12/2023;6600;CONSUMIDORES BT ATIVOS            ;1705420.0;;1705420.0
31/12/2022;6611;CONSUMIDORES BT ATIVOS            ;222397.0;;222397.0
31/12/2024;26;CONSUMIDORES BT ATIVOS            ;274445.0;;274445.0
31/12/2022;369;CONSUMIDORES BT ATIVOS            ;697057.0;;697057.0
31/12/2021;5216;CONSUMIDORES BT ATIVOS            ;809964.0;;809964.0
31/12/2024;5216;CONSUMIDORES BT ATIVOS            ;852353.0;;852353.0
31/12/2023;6585;CONSUMIDORES BT ATIVOS            ;571673.0;;571673.0
31/12/2022;6587;CONSUMIDORES BT ATIVOS            ;823052.0;;823052.0
31/12/2020;26;CONSUMIDORES BT ATIVOS            ;280911.0;;280911.0
31/12/2020;404;CONSUMIDORES BT ATIVOS            ;1030777.0;;1030777.0
31/12/2021;404;CONSUMIDORES BT ATIVOS            ;1047398.0;;1047398.0
31/12/2020;405;CONSUMIDORES BT ATIVOS            ;1640743.0;;1640743.0
31/12/2020;5216;CONSUMIDORES BT ATIVOS            ;797629.0;;797629.0
31/12/2020;6612;CONSUMIDORES BT ATIVOS            ;110549.0;;110549.0
31/12/2023;26;CONSUMIDORES BT ATIVOS            ;264468.0;;264468.0
31/12/2023;405;CONSUMIDORES BT ATIVOS            ;1506108.0;;1506108.0
31/12/2024;405;CONSUMIDORES BT ATIVOS            ;1523041.0;;1523041.0
31/12/2023;6587;CONSUMIDORES BT ATIVOS            ;808418.0;;808418.0
31/12/2020;6585;CONSUMIDORES BT ATIVOS            ;463504.0;;463504.0
31/12/2021;6600;CONSUMIDORES BT ATIVOS            ;1475922.0;;1475922.0
31/12/2024;369;CONSUMIDORES MT ATIVOS            ;4839.0;;4839.0
31/12/2020;6611;CONSUMIDORES MT ATIVOS            ;398.0;;398.0
31/12/2021;6611;CONSUMIDORES MT ATIVOS            ;406.0;;406.0
31/12/2020;369;CONSUMIDORES MT ATIVOS            ;2265.0;;2265.0
31/12/2021;369;CONSUMIDORES MT ATIVOS            ;2239.0;;2239.0
31/12/2021;6585;CONSUMIDORES MT ATIVOS            ;574.0;;574.0
31/12/2020;6587;CONSUMIDORES MT ATIVOS            ;1327.0;;1327.0
31/12/2021;6612;CONSUMIDORES MT ATIVOS            ;166.0;;166.0
31/12/2020;32;CONSUMIDORES MT ATIVOS            ;1279.0;;1279.0
31/12/2022;405;CONSUMIDORES MT ATIVOS            ;9352.0;;9352.0
31/12/2024;26;CONSUMIDORES MT ATIVOS            ;1163.0;;1163.0
31/12/2022;369;CONSUMIDORES MT ATIVOS            ;2330.0;;2330.0
31/12/2021;5216;CONSUMIDORES MT ATIVOS            ;2237.0;;2237.0
31/12/2021;32;CONSUMIDORES MT ATIVOS            ;1370.0;;1370.0
31/12/2023;369;CONSUMIDORES MT ATIVOS            ;4748.0;;4748.0
31/12/2020;6600;CONSUMIDORES MT ATIVOS            ;1891.0;;1891.0
31/12/2020;26;CONSUMIDORES MT ATIVOS            ;757.0;;757.0
31/12/2020;404;CONSUMIDORES MT ATIVOS            ;3284.0;;3284.0
31/12/2021;404;CONSUMIDORES MT ATIVOS            ;3398.0;;3398.0
31/12/2020;405;CONSUMIDORES MT ATIVOS            ;5539.0;;5539.0
31/12/2020;5216;CONSUMIDORES MT ATIVOS            ;2194.0;;2194.0
31/12/2020;6612;CONSUMIDORES MT ATIVOS            ;163.0;;163.0
31/12/2024;5216;CONSUMIDORES MT ATIVOS            ;2836.0;;2836.0
31/12/2023;6585;CONSUMIDORES MT ATIVOS            ;1165.0;;1165.0
31/12/2022;6587;CONSUMIDORES MT ATIVOS            ;1422.0;;1422.0
